year,month,day,flow_cfs,Source
2016,3,18,757.000,observed_flow_12sites_cfs.csv
2016,3,19,672.000,observed_flow_12sites_cfs.csv
2016,3,20,621.000,observed_flow_12sites_cfs.csv
2016,3,21,554.000,observed_flow_12sites_cfs.csv
2016,3,22,526.000,observed_flow_12sites_cfs.csv
2016,3,23,500.000,observed_flow_12sites_cfs.csv
2016,3,24,483.000,observed_flow_12sites_cfs.csv
2016,3,25,491.000,observed_flow_12sites_cfs.csv
2016,3,26,458.000,observed_flow_12sites_cfs.csv
2016,3,27,422.000,observed_flow_12sites_cfs.csv
2016,3,28,391.000,observed_flow_12sites_cfs.csv
2016,3,29,370.000,observed_flow_12sites_cfs.csv
2016,3,30,363.000,observed_flow_12sites_cfs.csv
2016,3,31,388.000,observed_flow_12sites_cfs.csv
2016,4,1,363.000,observed_flow_12sites_cfs.csv
2016,4,2,395.000,observed_flow_12sites_cfs.csv
2016,4,3,355.000,observed_flow_12sites_cfs.csv
2016,4,4,327.000,observed_flow_12sites_cfs.csv
2016,4,5,312.000,observed_flow_12sites_cfs.csv
2016,4,6,299.000,observed_flow_12sites_cfs.csv
2016,4,7,289.000,observed_flow_12sites_cfs.csv
2016,4,8,276.000,observed_flow_12sites_cfs.csv
2016,4,9,260.000,observed_flow_12sites_cfs.csv
2016,4,10,267.000,observed_flow_12sites_cfs.csv
2016,4,11,267.000,observed_flow_12sites_cfs.csv
2016,4,12,239.000,observed_flow_12sites_cfs.csv
2016,4,13,253.000,observed_flow_12sites_cfs.csv
2016,4,14,327.000,observed_flow_12sites_cfs.csv
2016,4,15,294.000,observed_flow_12sites_cfs.csv
2016,4,16,274.000,observed_flow_12sites_cfs.csv
2016,4,17,253.000,observed_flow_12sites_cfs.csv
2016,4,18,1660.000,observed_flow_12sites_cfs.csv
2016,4,19,1730.000,observed_flow_12sites_cfs.csv
2016,4,20,1120.000,observed_flow_12sites_cfs.csv
2016,4,21,3700.000,observed_flow_12sites_cfs.csv
2016,4,22,1870.000,observed_flow_12sites_cfs.csv
2016,4,23,1210.000,observed_flow_12sites_cfs.csv
2016,4,24,823.000,observed_flow_12sites_cfs.csv
2016,4,25,678.000,observed_flow_12sites_cfs.csv
2016,4,26,594.000,observed_flow_12sites_cfs.csv
2016,4,27,526.000,observed_flow_12sites_cfs.csv
2016,4,28,1110.000,observed_flow_12sites_cfs.csv
2016,4,29,616.000,observed_flow_12sites_cfs.csv
2016,4,30,995.000,observed_flow_12sites_cfs.csv
2016,5,1,1650.000,observed_flow_12sites_cfs.csv
2016,5,2,950.000,observed_flow_12sites_cfs.csv
2016,5,3,783.000,observed_flow_12sites_cfs.csv
2016,5,4,726.000,observed_flow_12sites_cfs.csv
2016,5,5,621.000,observed_flow_12sites_cfs.csv
2016,5,6,545.000,observed_flow_12sites_cfs.csv
2016,5,7,496.000,observed_flow_12sites_cfs.csv
2016,5,8,462.000,observed_flow_12sites_cfs.csv
2016,5,9,453.000,observed_flow_12sites_cfs.csv
2016,5,10,437.000,observed_flow_12sites_cfs.csv
2016,5,11,545.000,observed_flow_12sites_cfs.csv
2016,5,12,2120.000,observed_flow_12sites_cfs.csv
2016,5,13,935.000,observed_flow_12sites_cfs.csv
2016,5,14,702.000,observed_flow_12sites_cfs.csv
2016,5,15,4920.000,observed_flow_12sites_cfs.csv
2016,5,16,921.000,observed_flow_12sites_cfs.csv
2016,5,17,708.000,observed_flow_12sites_cfs.csv
2016,5,18,627.000,observed_flow_12sites_cfs.csv
2016,5,19,610.000,observed_flow_12sites_cfs.csv
2016,5,20,4760.000,observed_flow_12sites_cfs.csv
2016,5,21,1700.000,observed_flow_12sites_cfs.csv
2016,5,22,1410.000,observed_flow_12sites_cfs.csv
2016,5,23,1220.000,observed_flow_12sites_cfs.csv
2016,5,24,1180.000,observed_flow_12sites_cfs.csv
2016,5,25,1030.000,observed_flow_12sites_cfs.csv
2016,5,26,899.000,observed_flow_12sites_cfs.csv
2016,5,27,892.000,observed_flow_12sites_cfs.csv
2016,5,28,1230.000,observed_flow_12sites_cfs.csv
2016,5,29,1050.000,observed_flow_12sites_cfs.csv
2016,5,30,809.000,observed_flow_12sites_cfs.csv
2016,5,31,2260.000,observed_flow_12sites_cfs.csv
2016,6,1,1270.000,observed_flow_12sites_cfs.csv
2016,6,2,1410.000,observed_flow_12sites_cfs.csv
2016,6,3,13800.000,observed_flow_12sites_cfs.csv
2016,6,4,5720.000,observed_flow_12sites_cfs.csv
2016,6,5,3470.000,observed_flow_12sites_cfs.csv
2016,6,6,2280.000,observed_flow_12sites_cfs.csv
2016,6,7,1690.000,observed_flow_12sites_cfs.csv
2016,6,8,1500.000,observed_flow_12sites_cfs.csv
2016,6,9,1330.000,observed_flow_12sites_cfs.csv
2016,6,10,1140.000,observed_flow_12sites_cfs.csv
2016,6,11,1010.000,observed_flow_12sites_cfs.csv
2016,6,12,892.000,observed_flow_12sites_cfs.csv
2016,6,13,803.000,observed_flow_12sites_cfs.csv
2016,6,14,745.000,observed_flow_12sites_cfs.csv
2016,6,15,672.000,observed_flow_12sites_cfs.csv
2016,6,16,621.000,observed_flow_12sites_cfs.csv
2016,6,17,554.000,observed_flow_12sites_cfs.csv
2016,6,18,504.000,observed_flow_12sites_cfs.csv
2016,6,19,462.000,observed_flow_12sites_cfs.csv
2016,6,20,433.000,observed_flow_12sites_cfs.csv
2016,6,21,402.000,observed_flow_12sites_cfs.csv
2016,6,22,373.000,observed_flow_12sites_cfs.csv
2016,6,23,352.000,observed_flow_12sites_cfs.csv
2016,6,24,330.000,observed_flow_12sites_cfs.csv
2016,6,25,312.000,observed_flow_12sites_cfs.csv
2016,6,26,301.000,observed_flow_12sites_cfs.csv
2016,6,27,291.000,observed_flow_12sites_cfs.csv
2016,6,28,279.000,observed_flow_12sites_cfs.csv
2016,6,29,429.000,observed_flow_12sites_cfs.csv
2016,6,30,470.000,observed_flow_12sites_cfs.csv
2016,7,1,314.000,observed_flow_12sites_cfs.csv
2016,7,2,267.000,observed_flow_12sites_cfs.csv
2016,7,3,236.000,observed_flow_12sites_cfs.csv
2016,7,4,210.000,observed_flow_12sites_cfs.csv
2016,7,5,190.000,observed_flow_12sites_cfs.csv
2016,7,6,179.000,observed_flow_12sites_cfs.csv
2016,7,7,163.000,observed_flow_12sites_cfs.csv
2016,7,8,153.000,observed_flow_12sites_cfs.csv
2016,7,9,143.000,observed_flow_12sites_cfs.csv
2016,7,10,140.000,observed_flow_12sites_cfs.csv
2016,7,11,384.000,observed_flow_12sites_cfs.csv
2016,7,12,185.000,observed_flow_12sites_cfs.csv
2016,7,13,147.000,observed_flow_12sites_cfs.csv
2016,7,14,134.000,observed_flow_12sites_cfs.csv
2016,7,15,125.000,observed_flow_12sites_cfs.csv
2016,7,16,118.000,observed_flow_12sites_cfs.csv
2016,7,17,112.000,observed_flow_12sites_cfs.csv
2016,7,18,106.000,observed_flow_12sites_cfs.csv
2016,7,19,104.000,observed_flow_12sites_cfs.csv
2016,7,20,100.000,observed_flow_12sites_cfs.csv
2016,7,21,97.700,observed_flow_12sites_cfs.csv
2016,7,22,91.800,observed_flow_12sites_cfs.csv
2016,7,23,86.100,observed_flow_12sites_cfs.csv
2016,7,24,80.400,observed_flow_12sites_cfs.csv
2016,7,25,77.700,observed_flow_12sites_cfs.csv
2016,7,26,72.600,observed_flow_12sites_cfs.csv
2016,7,27,80.400,observed_flow_12sites_cfs.csv
2016,7,28,88.000,observed_flow_12sites_cfs.csv
2016,7,29,72.600,observed_flow_12sites_cfs.csv
2016,7,30,72.600,observed_flow_12sites_cfs.csv
2016,7,31,65.800,observed_flow_12sites_cfs.csv
2016,8,1,59.600,observed_flow_12sites_cfs.csv
2016,8,2,55.700,observed_flow_12sites_cfs.csv
2016,8,3,53.700,observed_flow_12sites_cfs.csv
2016,8,4,52.800,observed_flow_12sites_cfs.csv
2016,8,5,50.900,observed_flow_12sites_cfs.csv
2016,8,6,50.000,observed_flow_12sites_cfs.csv
2016,8,7,48.200,observed_flow_12sites_cfs.csv
2016,8,8,47.400,observed_flow_12sites_cfs.csv
2016,8,9,46.500,observed_flow_12sites_cfs.csv
2016,8,10,45.700,observed_flow_12sites_cfs.csv
2016,8,11,44.800,observed_flow_12sites_cfs.csv
2016,8,12,44.000,observed_flow_12sites_cfs.csv
2016,8,13,50.900,observed_flow_12sites_cfs.csv
2016,8,14,47.400,observed_flow_12sites_cfs.csv
2016,8,15,49.100,observed_flow_12sites_cfs.csv
2016,8,16,109.000,observed_flow_12sites_cfs.csv
2016,8,17,462.000,observed_flow_12sites_cfs.csv
2016,8,18,1110.000,observed_flow_12sites_cfs.csv
2016,8,19,632.000,observed_flow_12sites_cfs.csv
2016,8,20,531.000,observed_flow_12sites_cfs.csv
2016,8,21,289.000,observed_flow_12sites_cfs.csv
2016,8,22,294.000,observed_flow_12sites_cfs.csv
2016,8,23,246.000,observed_flow_12sites_cfs.csv
2016,8,24,204.000,observed_flow_12sites_cfs.csv
2016,8,25,171.000,observed_flow_12sites_cfs.csv
2016,8,26,153.000,observed_flow_12sites_cfs.csv
2016,8,27,143.000,observed_flow_12sites_cfs.csv
2016,8,28,140.000,observed_flow_12sites_cfs.csv
2016,8,29,134.000,observed_flow_12sites_cfs.csv
2016,8,30,134.000,observed_flow_12sites_cfs.csv
2016,8,31,134.000,observed_flow_12sites_cfs.csv
2016,9,1,138.000,observed_flow_12sites_cfs.csv
2016,9,2,131.000,observed_flow_12sites_cfs.csv
2016,9,3,125.000,observed_flow_12sites_cfs.csv
2016,9,4,120.000,observed_flow_12sites_cfs.csv
2016,9,5,116.000,observed_flow_12sites_cfs.csv
2016,9,6,112.000,observed_flow_12sites_cfs.csv
2016,9,7,109.000,observed_flow_12sites_cfs.csv
2016,9,8,106.000,observed_flow_12sites_cfs.csv
2016,9,9,101.000,observed_flow_12sites_cfs.csv
2016,9,10,97.700,observed_flow_12sites_cfs.csv
2016,9,11,97.700,observed_flow_12sites_cfs.csv
2016,9,12,98.900,observed_flow_12sites_cfs.csv
2016,9,13,93.700,observed_flow_12sites_cfs.csv
2016,9,14,89.900,observed_flow_12sites_cfs.csv
2016,9,15,97.700,observed_flow_12sites_cfs.csv
2016,9,16,88.000,observed_flow_12sites_cfs.csv
2016,9,17,83.200,observed_flow_12sites_cfs.csv
2016,9,18,77.700,observed_flow_12sites_cfs.csv
2016,9,19,75.000,observed_flow_12sites_cfs.csv
2016,9,20,70.300,observed_flow_12sites_cfs.csv
2016,9,21,63.700,observed_flow_12sites_cfs.csv
2016,9,22,61.600,observed_flow_12sites_cfs.csv
2016,9,23,59.600,observed_flow_12sites_cfs.csv
2016,9,24,57.600,observed_flow_12sites_cfs.csv
2016,9,25,61.600,observed_flow_12sites_cfs.csv
2016,9,26,111.000,observed_flow_12sites_cfs.csv
2016,9,27,836.000,observed_flow_12sites_cfs.csv
2016,9,28,270.000,observed_flow_12sites_cfs.csv
2016,9,29,161.000,observed_flow_12sites_cfs.csv
2016,9,30,134.000,observed_flow_12sites_cfs.csv
2016,10,1,118.000,observed_flow_12sites_cfs.csv
2016,10,2,109.000,observed_flow_12sites_cfs.csv
2016,10,3,105.000,observed_flow_12sites_cfs.csv
2016,10,4,101.000,observed_flow_12sites_cfs.csv
2016,10,5,98.900,observed_flow_12sites_cfs.csv
2016,10,6,93.700,observed_flow_12sites_cfs.csv
2016,10,7,89.900,observed_flow_12sites_cfs.csv
2016,10,8,88.000,observed_flow_12sites_cfs.csv
2016,10,9,83.200,observed_flow_12sites_cfs.csv
2016,10,10,75.000,observed_flow_12sites_cfs.csv
2016,10,11,70.300,observed_flow_12sites_cfs.csv
2016,10,12,65.800,observed_flow_12sites_cfs.csv
