year,month,day,flow_cfs,Source
1969,11,9,8.300,import_pixml
1969,11,10,8.300,import_pixml
1969,11,11,8.300,import_pixml
1969,11,12,8.300,import_pixml
1969,11,13,7.800,import_pixml
1969,11,14,7.800,import_pixml
1969,11,15,6.800,import_pixml
1969,11,16,6.800,import_pixml
1969,11,17,6.800,import_pixml
1969,11,18,8.300,import_pixml
1969,11,19,11.000,import_pixml
1969,11,20,9.900,import_pixml
1969,11,21,9.400,import_pixml
1969,11,22,8.800,import_pixml
1969,11,23,8.300,import_pixml
1969,11,24,8.300,import_pixml
1969,11,25,9.900,import_pixml
1969,11,26,14.000,import_pixml
1969,11,27,18.000,import_pixml
1969,11,28,14.000,import_pixml
1969,11,29,12.000,import_pixml
1969,11,30,11.000,import_pixml
1969,12,1,10.000,import_pixml
1969,12,2,9.900,import_pixml
1969,12,3,9.400,import_pixml
1969,12,4,9.400,import_pixml
1969,12,5,9.400,import_pixml
1969,12,6,24.000,import_pixml
1969,12,7,79.000,import_pixml
1969,12,8,57.000,import_pixml
1969,12,9,39.000,import_pixml
1969,12,10,34.000,import_pixml
1969,12,11,32.000,import_pixml
1969,12,12,30.000,import_pixml
1969,12,13,30.000,import_pixml
1969,12,14,29.000,import_pixml
1969,12,15,28.000,import_pixml
1969,12,16,28.000,import_pixml
1969,12,17,28.000,import_pixml
1969,12,18,28.000,import_pixml
1969,12,19,28.000,import_pixml
1969,12,20,28.000,import_pixml
1969,12,21,27.000,import_pixml
1969,12,22,27.000,import_pixml
1969,12,23,27.000,import_pixml
1969,12,24,26.000,import_pixml
1969,12,25,26.000,import_pixml
1969,12,26,25.000,import_pixml
1969,12,27,25.000,import_pixml
1969,12,28,26.000,import_pixml
1969,12,29,26.000,import_pixml
1969,12,30,29.000,import_pixml
1969,12,31,30.000,import_pixml
1970,1,1,27.000,import_pixml
1970,1,2,30.000,import_pixml
1970,1,3,30.000,import_pixml
1970,1,4,30.000,import_pixml
1970,1,5,30.000,import_pixml
1970,1,6,34.000,import_pixml
1970,1,7,38.000,import_pixml
1970,1,8,32.000,import_pixml
1970,1,9,30.000,import_pixml
1970,1,10,30.000,import_pixml
1970,1,11,30.000,import_pixml
1970,1,12,30.000,import_pixml
1970,1,13,30.000,import_pixml
1970,1,14,29.000,import_pixml
1970,1,15,30.000,import_pixml
1970,1,16,30.000,import_pixml
1970,1,17,31.000,import_pixml
1970,1,18,31.000,import_pixml
1970,1,19,30.000,import_pixml
1970,1,20,30.000,import_pixml
1970,1,21,30.000,import_pixml
1970,1,22,30.000,import_pixml
1970,1,23,30.000,import_pixml
1970,1,24,30.000,import_pixml
1970,1,25,29.000,import_pixml
1970,1,26,29.000,import_pixml
1970,1,27,29.000,import_pixml
1970,1,28,29.000,import_pixml
1970,1,29,28.000,import_pixml
1970,1,30,28.000,import_pixml
1970,1,31,26.000,import_pixml
1970,2,1,26.000,import_pixml
1970,2,2,40.000,import_pixml
1970,2,3,47.000,import_pixml
1970,2,4,36.000,import_pixml
1970,2,5,34.000,import_pixml
1970,2,6,33.000,import_pixml
1970,2,7,39.000,import_pixml
1970,2,8,42.000,import_pixml
1970,2,9,40.000,import_pixml
1970,2,10,39.000,import_pixml
1970,2,11,37.000,import_pixml
1970,2,12,37.000,import_pixml
1970,2,13,37.000,import_pixml
1970,2,14,37.000,import_pixml
1970,2,15,37.000,import_pixml
1970,2,16,42.000,import_pixml
1970,2,17,44.000,import_pixml
1970,2,18,40.000,import_pixml
1970,2,19,39.000,import_pixml
1970,2,20,37.000,import_pixml
1970,2,21,37.000,import_pixml
1970,2,22,36.000,import_pixml
1970,2,23,37.000,import_pixml
1970,2,24,42.000,import_pixml
1970,2,25,157.000,import_pixml
1970,2,26,158.000,import_pixml
1970,2,27,88.000,import_pixml
1970,2,28,73.000,import_pixml
1970,3,1,80.000,import_pixml
1970,3,2,74.000,import_pixml
1970,3,3,70.000,import_pixml
1970,3,4,109.000,import_pixml
1970,3,5,76.000,import_pixml
1970,3,6,70.000,import_pixml
1970,3,7,153.000,import_pixml
1970,3,8,1260.000,import_pixml
1970,3,9,364.000,import_pixml
1970,3,10,262.000,import_pixml
1970,3,11,226.000,import_pixml
1970,3,12,216.000,import_pixml
1970,3,13,196.000,import_pixml
1970,3,14,178.000,import_pixml
1970,3,15,172.000,import_pixml
1970,3,16,164.000,import_pixml
1970,3,17,158.000,import_pixml
1970,3,18,239.000,import_pixml
1970,3,19,166.000,import_pixml
1970,3,20,164.000,import_pixml
1970,3,21,154.000,import_pixml
1970,3,22,168.000,import_pixml
1970,3,23,156.000,import_pixml
1970,3,24,144.000,import_pixml
1970,3,25,135.000,import_pixml
1970,3,26,130.000,import_pixml
1970,3,27,123.000,import_pixml
1970,3,28,121.000,import_pixml
1970,3,29,121.000,import_pixml
1970,3,30,115.000,import_pixml
1970,3,31,113.000,import_pixml
1970,4,1,112.000,import_pixml
1970,4,2,109.000,import_pixml
1970,4,3,104.000,import_pixml
1970,4,4,101.000,import_pixml
1970,4,5,100.000,import_pixml
1970,4,6,100.000,import_pixml
1970,4,7,96.000,import_pixml
1970,4,8,95.000,import_pixml
1970,4,9,91.000,import_pixml
1970,4,10,94.000,import_pixml
1970,4,11,495.000,import_pixml
1970,4,12,118.000,import_pixml
1970,4,13,101.000,import_pixml
1970,4,14,92.000,import_pixml
1970,4,15,89.000,import_pixml
1970,4,16,89.000,import_pixml
1970,4,17,91.000,import_pixml
1970,4,18,89.000,import_pixml
1970,4,19,88.000,import_pixml
1970,4,20,95.000,import_pixml
1970,4,21,86.000,import_pixml
1970,4,22,81.000,import_pixml
1970,4,23,78.000,import_pixml
1970,4,24,77.000,import_pixml
1970,4,25,74.000,import_pixml
1970,4,26,75.000,import_pixml
1970,4,27,73.000,import_pixml
1970,4,28,72.000,import_pixml
1970,4,29,70.000,import_pixml
1970,4,30,69.000,import_pixml
1970,5,1,68.000,import_pixml
1970,5,2,65.000,import_pixml
1970,5,3,61.000,import_pixml
1970,5,4,59.000,import_pixml
1970,5,5,58.000,import_pixml
1970,5,6,54.000,import_pixml
1970,5,7,53.000,import_pixml
1970,5,8,52.000,import_pixml
1970,5,9,50.000,import_pixml
1970,5,10,49.000,import_pixml
1970,5,11,48.000,import_pixml
1970,5,12,43.000,import_pixml
1970,5,13,42.000,import_pixml
1970,5,14,40.000,import_pixml
1970,5,15,50.000,import_pixml
1970,5,16,1280.000,import_pixml
1970,5,17,328.000,import_pixml
1970,5,18,142.000,import_pixml
1970,5,19,84.000,import_pixml
1970,5,20,102.000,import_pixml
1970,5,21,95.000,import_pixml
1970,5,22,91.000,import_pixml
1970,5,23,98.000,import_pixml
1970,5,24,577.000,import_pixml
1970,5,25,715.000,import_pixml
1970,5,26,220.000,import_pixml
1970,5,27,177.000,import_pixml
1970,5,28,192.000,import_pixml
1970,5,29,348.000,import_pixml
1970,5,30,188.000,import_pixml
1970,5,31,156.000,import_pixml
1970,6,1,783.000,import_pixml
1970,6,2,291.000,import_pixml
1970,6,3,201.000,import_pixml
1970,6,4,156.000,import_pixml
1970,6,5,123.000,import_pixml
1970,6,6,128.000,import_pixml
1970,6,7,122.000,import_pixml
1970,6,8,115.000,import_pixml
1970,6,9,107.000,import_pixml
1970,6,10,104.000,import_pixml
1970,6,11,98.000,import_pixml
1970,6,12,97.000,import_pixml
1970,6,13,91.000,import_pixml
1970,6,14,88.000,import_pixml
1970,6,15,80.000,import_pixml
1970,6,16,72.000,import_pixml
1970,6,17,68.000,import_pixml
1970,6,18,65.000,import_pixml
1970,6,19,62.000,import_pixml
1970,6,20,59.000,import_pixml
1970,6,21,57.000,import_pixml
1970,6,22,53.000,import_pixml
1970,6,23,55.000,import_pixml
1970,6,24,53.000,import_pixml
1970,6,25,51.000,import_pixml
1970,6,26,48.000,import_pixml
1970,6,27,45.000,import_pixml
1970,6,28,46.000,import_pixml
1970,6,29,44.000,import_pixml
1970,6,30,41.000,import_pixml
1970,7,1,39.000,import_pixml
1970,7,2,37.000,import_pixml
1970,7,3,35.000,import_pixml
1970,7,4,33.000,import_pixml
1970,7,5,32.000,import_pixml
1970,7,6,30.000,import_pixml
1970,7,7,28.000,import_pixml
1970,7,8,27.000,import_pixml
1970,7,9,25.000,import_pixml
1970,7,10,24.000,import_pixml
1970,7,11,22.000,import_pixml
1970,7,12,22.000,import_pixml
1970,7,13,20.000,import_pixml
1970,7,14,20.000,import_pixml
1970,7,15,20.000,import_pixml
1970,7,16,20.000,import_pixml
1970,7,17,20.000,import_pixml
1970,7,18,20.000,import_pixml
1970,7,19,19.000,import_pixml
1970,7,20,17.000,import_pixml
1970,7,21,16.000,import_pixml
1970,7,22,14.000,import_pixml
1970,7,23,14.000,import_pixml
1970,7,24,14.000,import_pixml
1970,7,25,13.000,import_pixml
1970,7,26,12.000,import_pixml
1970,7,27,12.000,import_pixml
1970,7,28,11.000,import_pixml
